period,account_code,account_name,statement_section,amount
2024-07,4085,Other Clinical Revenue,Revenue,-25645.5
2024-07,4090,Insurance Reimbursements True-up,Revenue,-38468.25
2024-07,4091,Dental Membership Plan Revenue,Revenue,-30774.6
2024-07,4092,Sedation Adjunct Revenue,Revenue,-25645.5
2024-07,4093,Cancellation and Late Fee Revenue,Revenue,-12822.75
2024-07,4094,Capitation Revenue,Revenue,-25645.5
2024-07,4095,Contractual Adjustments and Write-offs,Revenue,-178725.26
2024-07,4096,Lab Cost Reimbursements,Revenue,-20516.4
2024-07,5000,Dental Consumable Supplies,COGS,67552.7
2024-07,5005,Sterilization Supplies,COGS,33776.35
2024-07,5010,Anesthesia and Sedation Drugs,COGS,22517.57
2024-07,5015,Implant Components,COGS,45035.13
2024-07,5020,Endodontic Materials,COGS,22517.57
2024-07,5025,Oral Surgery Supplies,COGS,22517.57
2024-07,5030,Orthodontic Aligner Lab Fees,COGS,45035.13
2024-07,5035,Crown and Bridge Lab Fees,COGS,67552.7
2024-07,5040,Denture and Prosthetic Lab Fees,COGS,33776.35
2024-07,5045,Whitening Material Costs,COGS,11258.78
2024-07,5050,PPE and Infection Control,COGS,28146.96
2024-07,5055,Clinical Laundry and Linen,COGS,11258.78
2024-07,5060,Merchant Processing - Patient Payments,COGS,22517.57
2024-07,5065,Small Clinical Instruments,COGS,16888.17
2024-07,5070,Disposable Chairside Kits,COGS,16888.17
2024-07,5075,Temporary Crown Materials,COGS,11258.78
2024-07,5080,Nitrous Oxide and Gas Supplies,COGS,11258.78
2024-07,5085,Intraoral Scanner Tips,COGS,11258.78
2024-07,5090,Surgical Sutures and Dressings,COGS,11258.78
2024-07,5095,Lab Shipping and Handling,COGS,16888.17
2024-07,6000,Dentist Payroll,Operating Expense,254020.0
2024-07,6005,Dentist Payroll Taxes,Operating Expense,21168.33
2024-07,6010,Hygienist Payroll,Operating Expense,179930.83
2024-07,6015,Hygienist Payroll Taxes,Operating Expense,14817.83
2024-07,6020,Dental Assistant Payroll,Operating Expense,158762.5
2024-07,6025,Dental Assistant Payroll Taxes,Operating Expense,12701.0
2024-07,6030,Front Desk Payroll,Operating Expense,95257.5
2024-07,6035,Front Desk Payroll Taxes,Operating Expense,7408.92
2024-07,6040,Practice Manager Payroll,Operating Expense,50804.0
2024-07,6045,Practice Manager Payroll Taxes,Operating Expense,4233.67
2024-07,6050,Employee Benefits - Health,Operating Expense,46570.33
2024-07,6055,Employee Benefits - Retirement,Operating Expense,16934.67
2024-07,6060,Rent - Main Clinic,Operating Expense,105841.67
2024-07,6065,Rent - Satellite Operatories,Operating Expense,21168.33
2024-07,6070,Common Area Maintenance,Operating Expense,19051.5
2024-07,6075,Property Insurance,Operating Expense,8467.33
2024-07,6080,Utilities - Electric and Gas,Operating Expense,10584.17
2024-07,6085,Utilities - Water and Waste,Operating Expense,4233.67
2024-07,6090,Telephone and Internet,Operating Expense,4233.67
2024-07,6095,Software Subscriptions - PMS,Operating Expense,10584.17
2024-07,6100,Software Subscriptions - Imaging,Operating Expense,6350.5
2024-07,6105,IT Support and Cybersecurity,Operating Expense,8467.33
2024-07,6110,Marketing - Digital Ads,Operating Expense,21168.33
2024-07,6115,Marketing - Community Outreach,Operating Expense,6350.5
2024-07,6120,Professional Fees - Legal,Operating Expense,4233.67
2024-07,6125,Professional Fees - Accounting,Operating Expense,5292.08
2024-07,6130,Bank Charges and ACH Fees,Operating Expense,2751.88
2024-07,6135,Office Supplies,Operating Expense,2751.88
2024-07,6140,Repairs and Maintenance - Equipment,Operating Expense,8467.33
2024-07,6145,Repairs and Maintenance - Facility,Operating Expense,7408.92
2024-07,6150,Travel and Training,Operating Expense,3810.3
2024-07,6155,Licenses and Continuing Education,Operating Expense,5292.08
2024-07,6160,Insurance - Malpractice,Operating Expense,7408.92
2024-07,6165,Insurance - General Liability,Operating Expense,3175.25
2024-07,6170,Janitorial Services,Operating Expense,3810.3
2024-07,6175,Waste Disposal - Biohazard,Operating Expense,3175.25
2024-07,6180,Dues and Subscriptions,Operating Expense,2116.83
2024-07,6185,Patient Financing Fees,Operating Expense,5292.08
2024-07,6190,Bad Debt Expense,Operating Expense,10584.17
2024-07,6195,Depreciation Expense,Operating Expense,33869.33
2024-07,6200,Amortization Expense,Operating Expense,3175.25
2024-07,6205,Interest Expense,Operating Expense,7408.92
2024-07,6210,State Franchise and Local Taxes,Operating Expense,144368.32
2024-07,6215,Recruiting Expense,Operating Expense,2963.57
2024-07,6220,Postage and Courier,Operating Expense,1693.47
2024-07,6225,Security Monitoring,Operating Expense,2116.83
2024-07,6230,Clinical Consulting Fees,Operating Expense,3810.3
2024-07,6235,Temporary Staffing,Operating Expense,9525.75
2024-07,6240,Software Implementation Costs,Operating Expense,2540.2
2024-07,6245,Smallwares and Breakroom,Operating Expense,1905.15
2024-08,1000,Operating Cash,Balance Sheet,468386.25
2024-08,1005,Payroll Cash,Balance Sheet,76248.92
2024-08,1100,Accounts Receivable - Insurance,Balance Sheet,23492.05
2024-08,1105,Accounts Receivable - Patient,Balance Sheet,11575.79
2024-08,1115,Allowance for Doubtful Accounts,Balance Sheet,-1021.39
2024-08,1200,Inventory - Clinical Supplies,Balance Sheet,28269.83
2024-08,1210,Prepaid Insurance,Balance Sheet,805.45
2024-08,1215,Prepaid Rent,Balance Sheet,743.49
2024-08,1300,Dental Equipment - Gross,Balance Sheet,1541381.95
2024-08,1310,Leasehold Improvements - Gross,Balance Sheet,944717.97
2024-08,1320,Accumulated Depreciation,Balance Sheet,-1074083.91
2024-08,1325,ROU Asset - Operating Leases,Balance Sheet,316000.0
2024-08,2000,Accounts Payable - Trade,Balance Sheet,-63880.22
2024-08,2005,Accounts Payable - Labs,Balance Sheet,-32907.99
2024-08,2010,Accrued Payroll and Taxes,Balance Sheet,-19123.86
2024-08,2025,Accrued Other Expenses,Balance Sheet,-17652.8
2024-08,2035,Patient Prepayments,Balance Sheet,-7799.87
2024-08,2040,Deferred Revenue - Membership Plan,Balance Sheet,-7268.66
2024-08,2055,Line of Credit,Balance Sheet,-0.0
2024-08,2060,Long-term Debt,Balance Sheet,-586208.14
2024-08,3000,Common Stock,Balance Sheet,-100000.0
2024-08,3005,Additional Paid-in Capital,Balance Sheet,-120000.0
2024-08,3010,Retained Earnings,Balance Sheet,-1409659.63
2024-08,3015,Owner Distributions,Balance Sheet,27984.77
2024-08,3045,Current Year Earnings,Balance Sheet,852087.79
2024-08,4000,Hygiene Preventive Revenue,Revenue,-381349.01
2024-08,4005,Hygiene Periodontal Revenue,Revenue,-176007.23
2024-08,4010,Periodic Exams Revenue,Revenue,-117338.16
2024-08,4015,New Patient Exams Revenue,Revenue,-88003.62
2024-08,4020,Restorative Fillings Revenue,Revenue,-234676.31
2024-08,4025,Crown and Bridge Revenue,Revenue,-293345.39
2024-08,4030,Endodontic Revenue,Revenue,-176007.23
2024-08,4035,Oral Surgery Revenue,Revenue,-176007.23
2024-08,4040,Invisalign Revenue,Revenue,-234676.31
2024-08,4045,Whitening Revenue,Revenue,-58669.08
2024-08,4050,Pediatric Dentistry Revenue,Revenue,-88003.62
2024-08,4055,Implant Placement Revenue,Revenue,-205341.77
2024-08,4060,Implant Restoration Revenue,Revenue,-117338.16
2024-08,4065,Prosthodontic Revenue,Revenue,-88003.62
2024-08,4070,Emergency Visit Revenue,Revenue,-73336.35
2024-08,4075,Radiography and Diagnostics Revenue,Revenue,-73336.35
2024-08,4080,Night Guard and Appliance Revenue,Revenue,-29334.54
2024-08,4085,Other Clinical Revenue,Revenue,-29334.54
2024-08,4090,Insurance Reimbursements True-up,Revenue,-44001.81
2024-08,4091,Dental Membership Plan Revenue,Revenue,-35201.45
2024-08,4092,Sedation Adjunct Revenue,Revenue,-29334.54
2024-08,4093,Cancellation and Late Fee Revenue,Revenue,-14667.27
2024-08,4094,Capitation Revenue,Revenue,-29334.54
2024-08,4095,Contractual Adjustments and Write-offs,Revenue,-207332.84
2024-08,4096,Lab Cost Reimbursements,Revenue,-23467.63
2024-08,5000,Dental Consumable Supplies,COGS,76475.28
2024-08,5005,Sterilization Supplies,COGS,38237.64
2024-08,5010,Anesthesia and Sedation Drugs,COGS,25491.76
2024-08,5015,Implant Components,COGS,50983.52
2024-08,5020,Endodontic Materials,COGS,25491.76
2024-08,5025,Oral Surgery Supplies,COGS,25491.76
2024-08,5030,Orthodontic Aligner Lab Fees,COGS,50983.52
2024-08,5035,Crown and Bridge Lab Fees,COGS,76475.28
2024-08,5040,Denture and Prosthetic Lab Fees,COGS,38237.64
2024-08,5045,Whitening Material Costs,COGS,12745.88
2024-08,5050,PPE and Infection Control,COGS,31864.7
2024-08,5055,Clinical Laundry and Linen,COGS,12745.88
2024-08,5060,Merchant Processing - Patient Payments,COGS,25491.76
2024-08,5065,Small Clinical Instruments,COGS,19118.82
2024-08,5070,Disposable Chairside Kits,COGS,19118.82
2024-08,5075,Temporary Crown Materials,COGS,12745.88
2024-08,5080,Nitrous Oxide and Gas Supplies,COGS,12745.88
2024-08,5085,Intraoral Scanner Tips,COGS,12745.88
2024-08,5090,Surgical Sutures and Dressings,COGS,12745.88
2024-08,5095,Lab Shipping and Handling,COGS,19118.82
2024-08,6000,Dentist Payroll,Operating Expense,289188.76
2024-08,6005,Dentist Payroll Taxes,Operating Expense,24099.06
2024-08,6010,Hygienist Payroll,Operating Expense,204842.04
2024-08,6015,Hygienist Payroll Taxes,Operating Expense,16869.34
2024-08,6020,Dental Assistant Payroll,Operating Expense,180742.97
2024-08,6025,Dental Assistant Payroll Taxes,Operating Expense,14459.44
2024-08,6030,Front Desk Payroll,Operating Expense,108445.78
2024-08,6035,Front Desk Payroll Taxes,Operating Expense,8434.67
2024-08,6040,Practice Manager Payroll,Operating Expense,57837.75
2024-08,6045,Practice Manager Payroll Taxes,Operating Expense,4819.81
2024-08,6050,Employee Benefits - Health,Operating Expense,53017.94
2024-08,6055,Employee Benefits - Retirement,Operating Expense,19279.25
2024-08,6060,Rent - Main Clinic,Operating Expense,120495.32
2024-08,6065,Rent - Satellite Operatories,Operating Expense,24099.06
2024-08,6070,Common Area Maintenance,Operating Expense,21689.16
2024-08,6075,Property Insurance,Operating Expense,9639.63
2024-08,6080,Utilities - Electric and Gas,Operating Expense,12049.53
2024-08,6085,Utilities - Water and Waste,Operating Expense,4819.81
2024-08,6090,Telephone and Internet,Operating Expense,4819.81
2024-08,6095,Software Subscriptions - PMS,Operating Expense,12049.53
2024-08,6100,Software Subscriptions - Imaging,Operating Expense,7229.72
2024-08,6105,IT Support and Cybersecurity,Operating Expense,9639.63
2024-08,6110,Marketing - Digital Ads,Operating Expense,24099.06
2024-08,6115,Marketing - Community Outreach,Operating Expense,7229.72
2024-08,6120,Professional Fees - Legal,Operating Expense,4819.81
2024-08,6125,Professional Fees - Accounting,Operating Expense,6024.77
2024-08,6130,Bank Charges and ACH Fees,Operating Expense,3132.88
2024-08,6135,Office Supplies,Operating Expense,3132.88
2024-08,6140,Repairs and Maintenance - Equipment,Operating Expense,9639.63
2024-08,6145,Repairs and Maintenance - Facility,Operating Expense,8434.67
2024-08,6150,Travel and Training,Operating Expense,4337.83
2024-08,6155,Licenses and Continuing Education,Operating Expense,6024.77
2024-08,6160,Insurance - Malpractice,Operating Expense,8434.67
2024-08,6165,Insurance - General Liability,Operating Expense,3614.86
2024-08,6170,Janitorial Services,Operating Expense,4337.83
2024-08,6175,Waste Disposal - Biohazard,Operating Expense,3614.86
2024-08,6180,Dues and Subscriptions,Operating Expense,2409.91
2024-08,6185,Patient Financing Fees,Operating Expense,6024.77
2024-08,6190,Bad Debt Expense,Operating Expense,12049.53
2024-08,6195,Depreciation Expense,Operating Expense,38558.5
2024-08,6200,Amortization Expense,Operating Expense,3614.86
2024-08,6205,Interest Expense,Operating Expense,8434.67
2024-08,6210,State Franchise and Local Taxes,Operating Expense,167811.03
2024-08,6215,Recruiting Expense,Operating Expense,3373.87
2024-08,6220,Postage and Courier,Operating Expense,1927.93
2024-08,6225,Security Monitoring,Operating Expense,2409.91
2024-08,6230,Clinical Consulting Fees,Operating Expense,4337.83
2024-08,6235,Temporary Staffing,Operating Expense,10844.58
2024-08,6240,Software Implementation Costs,Operating Expense,2891.89
2024-08,6245,Smallwares and Breakroom,Operating Expense,2168.92
2024-09,1000,Operating Cash,Balance Sheet,513807.69
2024-09,1005,Payroll Cash,Balance Sheet,83643.11
2024-09,1100,Accounts Receivable - Insurance,Balance Sheet,29274.28
2024-09,1105,Accounts Receivable - Patient,Balance Sheet,14425.01
2024-09,1115,Allowance for Doubtful Accounts,Balance Sheet,-1272.79
2024-09,1200,Inventory - Clinical Supplies,Balance Sheet,30138.14
2024-09,1210,Prepaid Insurance,Balance Sheet,863.63
2024-09,1215,Prepaid Rent,Balance Sheet,797.19
2024-09,1300,Dental Equipment - Gross,Balance Sheet,1541306.33
2024-09,1310,Leasehold Improvements - Gross,Balance Sheet,944671.62
2024-09,1320,Accumulated Depreciation,Balance Sheet,-1078970.61
2024-09,1325,ROU Asset - Operating Leases,Balance Sheet,310800.0
2024-09,2000,Accounts Payable - Trade,Balance Sheet,-71761.56
2024-09,2005,Accounts Payable - Labs,Balance Sheet,-36968.08
2024-09,2010,Accrued Payroll and Taxes,Balance Sheet,-15865.46
2024-09,2025,Accrued Other Expenses,Balance Sheet,-14645.04
2024-09,2035,Patient Prepayments,Balance Sheet,-7038.74
2024-09,2040,Deferred Revenue - Membership Plan,Balance Sheet,-9409.99
2024-09,2055,Line of Credit,Balance Sheet,-0.0
2024-09,2060,Long-term Debt,Balance Sheet,-577592.42
2024-09,3000,Common Stock,Balance Sheet,-100000.0
2024-09,3005,Additional Paid-in Capital,Balance Sheet,-120000.0
2024-09,3010,Retained Earnings,Balance Sheet,-1467678.5
2024-09,3015,Owner Distributions,Balance Sheet,31476.19
2024-09,3045,Current Year Earnings,Balance Sheet,955546.76
2024-09,4000,Hygiene Preventive Revenue,Revenue,-429538.02
2024-09,4005,Hygiene Periodontal Revenue,Revenue,-198248.32
2024-09,4010,Periodic Exams Revenue,Revenue,-132165.54
2024-09,4015,New Patient Exams Revenue,Revenue,-99124.16
2024-09,4020,Restorative Fillings Revenue,Revenue,-264331.09
2024-09,4025,Crown and Bridge Revenue,Revenue,-330413.86
2024-09,4030,Endodontic Revenue,Revenue,-198248.32
2024-09,4035,Oral Surgery Revenue,Revenue,-198248.32
2024-09,4040,Invisalign Revenue,Revenue,-264331.09
2024-09,4045,Whitening Revenue,Revenue,-66082.77
2024-09,4050,Pediatric Dentistry Revenue,Revenue,-99124.16
2024-09,4055,Implant Placement Revenue,Revenue,-231289.7
2024-09,4060,Implant Restoration Revenue,Revenue,-132165.54
2024-09,4065,Prosthodontic Revenue,Revenue,-99124.16
2024-09,4070,Emergency Visit Revenue,Revenue,-82603.47
2024-09,4075,Radiography and Diagnostics Revenue,Revenue,-82603.47
2024-09,4080,Night Guard and Appliance Revenue,Revenue,-33041.39
2024-09,4085,Other Clinical Revenue,Revenue,-33041.39
2024-09,4090,Insurance Reimbursements True-up,Revenue,-49562.08
2024-09,4091,Dental Membership Plan Revenue,Revenue,-39649.66
2024-09,4092,Sedation Adjunct Revenue,Revenue,-33041.39
2024-09,4093,Cancellation and Late Fee Revenue,Revenue,-16520.69
2024-09,4094,Capitation Revenue,Revenue,-33041.39
2024-09,4095,Contractual Adjustments and Write-offs,Revenue,-230052.89
2024-09,4096,Lab Cost Reimbursements,Revenue,-26433.11
2024-09,5000,Dental Consumable Supplies,COGS,86036.68
2024-09,5005,Sterilization Supplies,COGS,43018.34
2024-09,5010,Anesthesia and Sedation Drugs,COGS,28678.89
2024-09,5015,Implant Components,COGS,57357.79
2024-09,5020,Endodontic Materials,COGS,28678.89
2024-09,5025,Oral Surgery Supplies,COGS,28678.89
2024-09,5030,Orthodontic Aligner Lab Fees,COGS,57357.79
2024-09,5035,Crown and Bridge Lab Fees,COGS,86036.68
2024-09,5040,Denture and Prosthetic Lab Fees,COGS,43018.34
2024-09,5045,Whitening Material Costs,COGS,14339.45
2024-09,5050,PPE and Infection Control,COGS,35848.62
2024-09,5055,Clinical Laundry and Linen,COGS,14339.45
2024-09,5060,Merchant Processing - Patient Payments,COGS,28678.89
2024-09,5065,Small Clinical Instruments,COGS,21509.17
2024-09,5070,Disposable Chairside Kits,COGS,21509.17
2024-09,5075,Temporary Crown Materials,COGS,14339.45
2024-09,5080,Nitrous Oxide and Gas Supplies,COGS,14339.45
2024-09,5085,Intraoral Scanner Tips,COGS,14339.45
2024-09,5090,Surgical Sutures and Dressings,COGS,14339.45
2024-09,5095,Lab Shipping and Handling,COGS,21509.17
2024-09,6000,Dentist Payroll,Operating Expense,325839.03
2024-09,6005,Dentist Payroll Taxes,Operating Expense,27153.25
2024-09,6010,Hygienist Payroll,Operating Expense,230802.65
2024-09,6015,Hygienist Payroll Taxes,Operating Expense,19007.28
2024-09,6020,Dental Assistant Payroll,Operating Expense,203649.4
2024-09,6025,Dental Assistant Payroll Taxes,Operating Expense,16291.95
2024-09,6030,Front Desk Payroll,Operating Expense,122189.64
2024-09,6035,Front Desk Payroll Taxes,Operating Expense,9503.64
2024-09,6040,Practice Manager Payroll,Operating Expense,65167.81
2024-09,6045,Practice Manager Payroll Taxes,Operating Expense,5430.65
2024-09,6050,Employee Benefits - Health,Operating Expense,59737.16
2024-09,6055,Employee Benefits - Retirement,Operating Expense,21722.6
2024-09,6060,Rent - Main Clinic,Operating Expense,135766.26
2024-09,6065,Rent - Satellite Operatories,Operating Expense,27153.25
2024-09,6070,Common Area Maintenance,Operating Expense,24437.93
2024-09,6075,Property Insurance,Operating Expense,10861.3
2024-09,6080,Utilities - Electric and Gas,Operating Expense,13576.63
2024-09,6085,Utilities - Water and Waste,Operating Expense,5430.65
2024-09,6090,Telephone and Internet,Operating Expense,5430.65
2024-09,6095,Software Subscriptions - PMS,Operating Expense,13576.63
2024-09,6100,Software Subscriptions - Imaging,Operating Expense,8145.98
2024-09,6105,IT Support and Cybersecurity,Operating Expense,10861.3
2024-09,6110,Marketing - Digital Ads,Operating Expense,27153.25
2024-09,6115,Marketing - Community Outreach,Operating Expense,8145.98
2024-09,6120,Professional Fees - Legal,Operating Expense,5430.65
2024-09,6125,Professional Fees - Accounting,Operating Expense,6788.31
2024-09,6130,Bank Charges and ACH Fees,Operating Expense,3529.92
2024-09,6135,Office Supplies,Operating Expense,3529.92
2024-09,6140,Repairs and Maintenance - Equipment,Operating Expense,10861.3
2024-09,6145,Repairs and Maintenance - Facility,Operating Expense,9503.64
2024-09,6150,Travel and Training,Operating Expense,4887.59
2024-09,6155,Licenses and Continuing Education,Operating Expense,6788.31
2024-09,6160,Insurance - Malpractice,Operating Expense,9503.64
2024-09,6165,Insurance - General Liability,Operating Expense,4072.99
2024-09,6170,Janitorial Services,Operating Expense,4887.59
2024-09,6175,Waste Disposal - Biohazard,Operating Expense,4072.99
2024-09,6180,Dues and Subscriptions,Operating Expense,2715.33
2024-09,6185,Patient Financing Fees,Operating Expense,6788.31
2024-09,6190,Bad Debt Expense,Operating Expense,13576.63
2024-09,6195,Depreciation Expense,Operating Expense,43445.2
2024-09,6200,Amortization Expense,Operating Expense,4072.99
2024-09,6205,Interest Expense,Operating Expense,9503.64
2024-09,6210,State Franchise and Local Taxes,Operating Expense,190033.61
2024-09,6215,Recruiting Expense,Operating Expense,3801.46
2024-09,6220,Postage and Courier,Operating Expense,2172.26
2024-09,6225,Security Monitoring,Operating Expense,2715.33
2024-09,6230,Clinical Consulting Fees,Operating Expense,4887.59
2024-09,6235,Temporary Staffing,Operating Expense,12218.96
2024-09,6240,Software Implementation Costs,Operating Expense,3258.39
2024-09,6245,Smallwares and Breakroom,Operating Expense,2443.79
2024-10,1000,Operating Cash,Balance Sheet,553048.57
2024-10,1005,Payroll Cash,Balance Sheet,90031.16
2024-10,1100,Accounts Receivable - Insurance,Balance Sheet,23680.96
2024-10,1105,Accounts Receivable - Patient,Balance Sheet,11668.88
2024-10,1115,Allowance for Doubtful Accounts,Balance Sheet,-1029.61
2024-10,1200,Inventory - Clinical Supplies,Balance Sheet,42379.63
2024-10,1210,Prepaid Insurance,Balance Sheet,916.62
2024-10,1215,Prepaid Rent,Balance Sheet,846.11
2024-10,1300,Dental Equipment - Gross,Balance Sheet,1561988.45
2024-10,1310,Leasehold Improvements - Gross,Balance Sheet,957347.76
2024-10,1320,Accumulated Depreciation,Balance Sheet,-1083990.48
2024-10,1325,ROU Asset - Operating Leases,Balance Sheet,305600.0
2024-10,2000,Accounts Payable - Trade,Balance Sheet,-84409.89
2024-10,2005,Accounts Payable - Labs,Balance Sheet,-43483.88
2024-10,2010,Accrued Payroll and Taxes,Balance Sheet,-17637.35
2024-10,2025,Accrued Other Expenses,Balance Sheet,-16280.63
2024-10,2035,Patient Prepayments,Balance Sheet,-8243.72
2024-10,2040,Deferred Revenue - Membership Plan,Balance Sheet,-5743.47
2024-10,2055,Line of Credit,Balance Sheet,-0.0
2024-10,2060,Long-term Debt,Balance Sheet,-569471.96
2024-10,3000,Common Stock,Balance Sheet,-100000.0
2024-10,3005,Additional Paid-in Capital,Balance Sheet,-120000.0
2024-10,3010,Retained Earnings,Balance Sheet,-1528693.35
2024-10,3015,Owner Distributions,Balance Sheet,31476.19
2024-10,3045,Current Year Earnings,Balance Sheet,1075873.87
2024-10,4000,Hygiene Preventive Revenue,Revenue,-480571.59
2024-10,4005,Hygiene Periodontal Revenue,Revenue,-221802.27
2024-10,4010,Periodic Exams Revenue,Revenue,-147868.18
2024-10,4015,New Patient Exams Revenue,Revenue,-110901.14
2024-10,4020,Restorative Fillings Revenue,Revenue,-295736.36
2024-10,4025,Crown and Bridge Revenue,Revenue,-369670.45
2024-10,4030,Endodontic Revenue,Revenue,-221802.27
2024-10,4035,Oral Surgery Revenue,Revenue,-221802.27
2024-10,4040,Invisalign Revenue,Revenue,-295736.36
2024-10,4045,Whitening Revenue,Revenue,-73934.09
2024-10,4050,Pediatric Dentistry Revenue,Revenue,-110901.14
2024-10,4055,Implant Placement Revenue,Revenue,-258769.32
2024-10,4060,Implant Restoration Revenue,Revenue,-147868.18
2024-10,4065,Prosthodontic Revenue,Revenue,-110901.14
2024-10,4070,Emergency Visit Revenue,Revenue,-92417.61
2024-10,4075,Radiography and Diagnostics Revenue,Revenue,-92417.61
2024-10,4080,Night Guard and Appliance Revenue,Revenue,-36967.05
2024-10,4085,Other Clinical Revenue,Revenue,-36967.05
2024-10,4090,Insurance Reimbursements True-up,Revenue,-55450.57
2024-10,4091,Dental Membership Plan Revenue,Revenue,-44360.45
2024-10,4092,Sedation Adjunct Revenue,Revenue,-36967.05
2024-10,4093,Cancellation and Late Fee Revenue,Revenue,-18483.52
2024-10,4094,Capitation Revenue,Revenue,-36967.05
2024-10,4095,Contractual Adjustments and Write-offs,Revenue,-259708.98
2024-10,4096,Lab Cost Reimbursements,Revenue,-29573.64
2024-10,5000,Dental Consumable Supplies,COGS,96248.46
2024-10,5005,Sterilization Supplies,COGS,48124.23
2024-10,5010,Anesthesia and Sedation Drugs,COGS,32082.82
2024-10,5015,Implant Components,COGS,64165.64
2024-10,5020,Endodontic Materials,COGS,32082.82
2024-10,5025,Oral Surgery Supplies,COGS,32082.82
2024-10,5030,Orthodontic Aligner Lab Fees,COGS,64165.64
2024-10,5035,Crown and Bridge Lab Fees,COGS,96248.46
2024-10,5040,Denture and Prosthetic Lab Fees,COGS,48124.23
2024-10,5045,Whitening Material Costs,COGS,16041.41
2024-10,5050,PPE and Infection Control,COGS,40103.53
2024-10,5055,Clinical Laundry and Linen,COGS,16041.41
2024-10,5060,Merchant Processing - Patient Payments,COGS,32082.82
2024-10,5065,Small Clinical Instruments,COGS,24062.12
2024-10,5070,Disposable Chairside Kits,COGS,24062.12
2024-10,5075,Temporary Crown Materials,COGS,16041.41
2024-10,5080,Nitrous Oxide and Gas Supplies,COGS,16041.41
2024-10,5085,Intraoral Scanner Tips,COGS,16041.41
2024-10,5090,Surgical Sutures and Dressings,COGS,16041.41
2024-10,5095,Lab Shipping and Handling,COGS,24062.12
2024-10,6000,Dentist Payroll,Operating Expense,363488.01
2024-10,6005,Dentist Payroll Taxes,Operating Expense,30290.67
2024-10,6010,Hygienist Payroll,Operating Expense,257470.67
2024-10,6015,Hygienist Payroll Taxes,Operating Expense,21203.47
2024-10,6020,Dental Assistant Payroll,Operating Expense,227180.01
2024-10,6025,Dental Assistant Payroll Taxes,Operating Expense,18174.4
2024-10,6030,Front Desk Payroll,Operating Expense,136308.0
2024-10,6035,Front Desk Payroll Taxes,Operating Expense,10601.73
2024-10,6040,Practice Manager Payroll,Operating Expense,72697.6
2024-10,6045,Practice Manager Payroll Taxes,Operating Expense,6058.13
2024-10,6050,Employee Benefits - Health,Operating Expense,66639.47
2024-10,6055,Employee Benefits - Retirement,Operating Expense,24232.53
2024-10,6060,Rent - Main Clinic,Operating Expense,151453.34
2024-10,6065,Rent - Satellite Operatories,Operating Expense,30290.67
2024-10,6070,Common Area Maintenance,Operating Expense,27261.6
2024-10,6075,Property Insurance,Operating Expense,12116.27
2024-10,6080,Utilities - Electric and Gas,Operating Expense,15145.33
2024-10,6085,Utilities - Water and Waste,Operating Expense,6058.13
2024-10,6090,Telephone and Internet,Operating Expense,6058.13
2024-10,6095,Software Subscriptions - PMS,Operating Expense,15145.33
2024-10,6100,Software Subscriptions - Imaging,Operating Expense,9087.2
2024-10,6105,IT Support and Cybersecurity,Operating Expense,12116.27
2024-10,6110,Marketing - Digital Ads,Operating Expense,30290.67
2024-10,6115,Marketing - Community Outreach,Operating Expense,9087.2
2024-10,6120,Professional Fees - Legal,Operating Expense,6058.13
2024-10,6125,Professional Fees - Accounting,Operating Expense,7572.67
2024-10,6130,Bank Charges and ACH Fees,Operating Expense,3937.79
2024-10,6135,Office Supplies,Operating Expense,3937.79
2024-10,6140,Repairs and Maintenance - Equipment,Operating Expense,12116.27
2024-10,6145,Repairs and Maintenance - Facility,Operating Expense,10601.73
2024-10,6150,Travel and Training,Operating Expense,5452.32
2024-10,6155,Licenses and Continuing Education,Operating Expense,7572.67
2024-10,6160,Insurance - Malpractice,Operating Expense,10601.73
2024-10,6165,Insurance - General Liability,Operating Expense,4543.6
2024-10,6170,Janitorial Services,Operating Expense,5452.32
2024-10,6175,Waste Disposal - Biohazard,Operating Expense,4543.6
2024-10,6180,Dues and Subscriptions,Operating Expense,3029.07
2024-10,6185,Patient Financing Fees,Operating Expense,7572.67
2024-10,6190,Bad Debt Expense,Operating Expense,15145.33
2024-10,6195,Depreciation Expense,Operating Expense,48465.07
2024-10,6200,Amortization Expense,Operating Expense,4543.6
2024-10,6205,Interest Expense,Operating Expense,10601.73
2024-10,6210,State Franchise and Local Taxes,Operating Expense,213385.1
2024-10,6215,Recruiting Expense,Operating Expense,4240.69
2024-10,6220,Postage and Courier,Operating Expense,2423.25
2024-10,6225,Security Monitoring,Operating Expense,3029.07
2024-10,6230,Clinical Consulting Fees,Operating Expense,5452.32
2024-10,6235,Temporary Staffing,Operating Expense,13630.8
2024-10,6240,Software Implementation Costs,Operating Expense,3634.88
2024-10,6245,Smallwares and Breakroom,Operating Expense,2726.16
2024-11,1000,Operating Cash,Balance Sheet,572715.1
2024-11,1005,Payroll Cash,Balance Sheet,93232.69
2024-11,1100,Accounts Receivable - Insurance,Balance Sheet,35286.95
2024-11,1105,Accounts Receivable - Patient,Balance Sheet,17387.77
2024-11,1115,Allowance for Doubtful Accounts,Balance Sheet,-1534.22
2024-11,1200,Inventory - Clinical Supplies,Balance Sheet,46299.87
2024-11,1210,Prepaid Insurance,Balance Sheet,972.09
2024-11,1215,Prepaid Rent,Balance Sheet,897.31
2024-11,1300,Dental Equipment - Gross,Balance Sheet,1573802.49
